yarhobhisa,V
ngokuzeleko,CONJ
umthintela,V
wokwehla,V
komnotho,N03
.,PUNCT
,
Sithokoza,V
ummoya,N03
wobuntu,N14
wemindeni,N04
",",PUNCT
imisebenzi,N04
yomphakathi,N03
neyokuzinikela,V
ekhuthaza,V
inengi,ADJ09
labantu,N02
ukusiza,V
labo,DEM02
abathintwa,V
budisobu,N
bomnotho,N03
",",PUNCT
eenkhathini,LOC
ezibudisi,P
.,PUNCT
,
Malunga,N
ahloniphekileko,REL
",",PUNCT
,
Iinkomba,N
zezomNotho,N
zitjengisa,V
bonyana,CONJ
sekuba,V
ngcono,A
.,PUNCT
,
Imisebenzi,N04
yezomnotho,N03
iyanda,V
eSewula,ADV
Afrika,LOC
begodu,ADV
silindele,V
ukukhula,V
komnotho,N03
okuragela,V
phambili,ADV
.,PUNCT
,
Iimbalobalo,V
zemisebenzi,N04
ezikhutjhwe,V
ngelesiBili,POS
",",PUNCT
zitjengisa,V
bonyana,CONJ
njenganje,ADV
umnotho,N03
uveza,V
amathuba,N06
wemisebenzi,N04
kunokuyiphelisa,V
.,PUNCT
,
Kusesemsinya,V
",",PUNCT
nokho,V
",",PUNCT
ukobana,CONJ
singabanesiqiniseko,V
ngebelo,POS
letuthuko,P
.,PUNCT
,
Urhulumende,N
ngeze,V
awalisa,V
amagadango,N
wokusekela,V
.,PUNCT
,
Gadesi,ADV
kusikhathi,N07
sokwenza,V
isisekelo,N07
sokukhula,V
komnotho,N03
begodu,ADV
ukukhula,V
okuveza,V
imisebenzi,N04
.,PUNCT
,
Ihlelo,N09
lethu,POS05
lomthangalasisekelo,V
wesikhathi,N07
eside,ADJ07
lizakusiza,V
umnotho,N03
wethu,POS03
bonyana,CONJ
uhlume,V
ngebelo,POS
.,PUNCT
,
Amahlelo,N06
wethu,POS03
wefundo,N
namakghono,P
azakwandisa,V
umkhiqizo,N03
wethu,POS03
nekghono,COP
lephaliswano,N
.,PUNCT
,
UmThethomgomo,N
weQhinga,POS
lokuSebenza,V
kwamaBubulo,N
netjhejo,POS
lethu,POS05
elitjha,REL
lemiSebenzi,N04
yezebhoduluko,P
",",PUNCT
lizakwakha,V
amabubulo,N06
aqinileko,N
nakghona,V
ukuqatjha,V
abasebenzi,N02
.,PUNCT
,
Ihlelo,N09
lethu,POS05
lokuthuthukisa,V
iindawo,LOC
zemakhaya,POS
",",PUNCT
lizakuthuthukisa,V
umkhiqizo,N03
wemakhaya,V
namaphilo,N06
wabantu,N02
.,PUNCT
,
Isisekelo,N07
samano,N
wethu,POS01
wokuvuselela,V
umnotho,N03
",",PUNCT
kulihlelo,N05
lethu,POS05
lokutjala,V
iimali,COP
.,PUNCT
,
Eminyakeni,N04
emithathu,POS06
ezako,REL
urhulumende,N
uzokusebenzisa,V
iingidigidi,N
ezima-R846,V
ukulungisa,V
umthangalasisekelo,V
womphakathi,N03
.,PUNCT
,
Mayelana,N
neeenthuthi,REL
",",PUNCT
sizakutjheja,REL
begodu,ADV
sinabise,V
ithungelelwano,N
lethu,POS05
leendlela,P
.,PUNCT
,
Sizakwenza,V
isiqiniseko,V
sokobana,N
iimporo,N
zethu,POS10
zeentimela,V
"ziyathembeka,zisebenza",V
kuhle,ADJ05
begodu,ADV
zihlanganiswa,V
namadoyelo,N
weenkepe,V
.,PUNCT
,
Ukuqinisekisa,V
ukutholakala,V
kuhle,ADJ05
kwegezi,N
",",PUNCT
sihlome,V
iKomiti,P
yaboNgqongqotjhe,V
eQalene,V
nezaMandla,V
ukuthuthukisa,V
ihlelo,N09
leensetjenziswa,P
leminyaka,N04
ema-20,P
.,PUNCT
,
Hlangana,N
nokhunye,P
",",PUNCT
ikomiti,N
le,DEM01
izakutjheja,V
ukuzibandakanya,V
kwabakhiqizi,P
begezi,V
abazijameleko,N
",",PUNCT
nokuvikela,V
abatlhagako,REL
emananini,PRN
wegezi,N
akhuphukako,REL
.,PUNCT
,
Sizakuhloma,V
umsebenzisi,N
wegezi,N
ozijameleko,N
",",PUNCT
onganatjhebiswano,N
ne-Eskom,P
Holdings,V
.,PUNCT
,
I-Eskom,N
izakuragela,V
phambili,ADV
nokwakha,V
amandla,N06
angezelelweko,REL
nokuthuthukisa,V
itjhejo,N
leentetjhi,N
zegezi,N
.,PUNCT
,
Njengendlela,ADV
yokuqinisekisa,V
ukuthuthukiswa,V
kokukhula,V
komnotho,N03
ohlanganyelweko,REL
",",PUNCT
sihlome,V
umKhandlu,N03
wokweLuleka,V
ngokuThuthukiswa,V
komNotho,N
oNabileko,N03
wabantu,N02
abaNzima,REL02
.,PUNCT
,
Umnqopho,N
omkhulu,ADJ01
norhabako,REL
mayelana,N
nokutjhugululwa,V
kwemithethomgomo,N
kufanele,V
kube,V
kungenelela,V
okunqophe,V
ukuvezela,V
ilutjha,COP
amathuba,N06
wemisebenzi,N04
.,PUNCT
,
Amazinga,N06
weLutjha,COP
elingasebenziko,N06
aphezulu,ADV
kunokulindelekileko,P
.,PUNCT
,
Kuzakwendlalwa,V
iimphakamiso,N
mayelana,N
nokusekela,V
ngeemali,N
ijima,N
lokuqatjha,V
ilutjha,COP
",",PUNCT
ukukhuthaza,V
iinkhampani,V
bonyana,N02
ziqatjhe,V
abasebenzi,N02
abanganalemuko,P
.,PUNCT
,
Kunehlelo,N05
elizako,REL
lokunabisa,V
ukuqatjhwa,V
komphakathi,N03
.,PUNCT
,
Lokhu,DEM01
kufaka,V
hlangana,N
amaphrojekthi,N
womthangalasisekelo,P
weendawo,POS
zemakhaya,POS
",",PUNCT
iinkolo,LOC
",",PUNCT
ifundo,N
ephakemeko,V
nehlelo,N05
lokusiza,V
ngokufundisa,V
",",PUNCT
amakhaya,N06
wetjhejo,POS
",",PUNCT
ukutjhejwa,V
kweenkolo,N
namahlelo,N06
wokuthuthukisa,V
abeNtwana,N
abasaKhulako,REL
.,PUNCT
,
Ngonyaka,N03
ophelileko,REL
sahloma,V
i-Ejensi,N
yesiTjhaba,N
yokuThuthukisa,V
iLutjha,COP
.,PUNCT
,
Silayele,V
i-ejensi,N
le,DEM01
bonyana,CONJ
isebenze,V
ngokurhabileko,N
ukuhloma,V
izakhiwo,N08
zayo,POS10
enarheni,LOC
mazombe,N06
",",PUNCT
ukwenzelela,V
bonyana,N02
ikghone,V
ukusisiza,V
ukulinganisa,V
amahlelo,N06
karhulumende,V
anqotjhiswe,V
ekuthuthukiseni,V
ilutjha,COP
.,PUNCT
,
Malunga,N
ahloniphekileko,REL
",",PUNCT
,
Lokha,CONJ
umbuso,N03
lo,DEM01
nawungenako,REL
ngonyaka,N11
ophelileko,REL
",",PUNCT
sazibophelela,V
ukusebenza,V
ngamandla,N06
ukwakha,V
inarha,N
ethuthukako,N
.,PUNCT
,
Sathi,V
uzakuba,V
mbuso,N03
oqalelela,V
iimfuneko,ADV
neenrhuluphelo,N
zabantu,N02
begodu,ADV
osebenza,V
ngcono,A
norhabako,REL
.,PUNCT
,
Unyaka,N03
lo,DEM01
",",PUNCT
wee-2010,P
",",PUNCT
uzakuba,V
ngunyaka,V
wokwenza,V
.,PUNCT
,
Itshwayo,COP
elibonakala,V
khulu,N
ngombuso,N03
lo,DEM01
kukobana,N
wazi,V
lapha,CONJ
abantu,N02
bahlala,V
khona,PRON15
",",PUNCT
uzwisisa,V
iimfuneko,ADV
zabo,POS10
begodu,ADV
uphendula,V
msinya,P
.,PUNCT
,
Urhulumende,N
kufanele,V
asebenze,V
msinya,P
",",PUNCT
khulu,N
begodu,ADV
kuhle,ADJ05
.,PUNCT
,
Sizakulindela,V
isiGungu,REL
nemiSebenzi,N04
yomPhakathi,N03
ukukhambisana,ADV
nenembombono,N04
le,DEM01
.,PUNCT
,
Sakha,V
inarha,N
enzinze,REL
ekusebenzeni,V
ngokuthuthukisa,V
ukuhlela,V
kunye,ADJ05
nokutjhejisisa,V
ukusebenza,V
nokuhlolisisa.,N
,
Ufanele,V
sihlanganise,V
neenlinganiso,N07
zobulili,N05
eHlelweni,N05
likaRhulumende,P
lokuSebenza,V
.,PUNCT
,
Isenzwesi,N
sizakuqinisekisa,V
bonyana,N02
abomma,POS
",",PUNCT
abeNtwana,POS
nabantu,N02
abaKhubazekileko,LOC
bathole,V
amathuba,N06
wetuthuko,POS
.,PUNCT
,
Siyathaba,V
ukumemezela,V
indlela,N09
etjha,REL
karhulumende,V
yokwenza,V
izinto,N10
,
Umsebenzi,N03
weminyango,N04
uzakulinganiswa,V
ngemiphumela,N04
",",PUNCT
ezabe,V
itlanywe,V
ngehlelo,N05
lethu,POS05
lokuhlolisisa,V
nokutjhejisisa,V
.,PUNCT
,
Abongqongqotjhe,V
abaqalene,V
nomphumela,N03
othile,V
",",PUNCT
bazakutlikitla,V
isivumelwano,N07
sokwenza,V
imisebenzi,N04
noMongamel,P
.,PUNCT
,
Sizakuhlathulula,N
okufanele,V
kwenziwe,V
",",PUNCT
bunjani,ADV
",",PUNCT
ngubani,N01
",",PUNCT
esikhathini,N07
esingangani,V
begodu,ADV
kusetjenziswe,V
ziphi,P
iinlinganiso,N
neentlabagelo,P
.,PUNCT
,
Njengalokha,V
nazi,V
",",PUNCT
sizibophelele,V
kumaqalontangi,N
amahlanu,ADJ06
:,PUNCT
,
Ifundo,N
",",PUNCT
zamaphilo,N06
",",PUNCT
ukuthuthukiswa,V
kweendawo,N
zemakhaya,POS
nokutjhugululwa,V
kwenarha,N
",",PUNCT
ukudala,V
imisebenzi,N04
enetlha,P
",",PUNCT
nokulwa,P
nobulelesi,N14
.,PUNCT
,
Ngaphezu,ADV
kwalokho,DEM02
",",PUNCT
sizokusebenzela,V
ukuthuthukisa,V
ukusebenza,V
ngefanelo,P
kwaborhulemende,LOC
bemakhaya,V
",",PUNCT
ukuthuthukiswa,V
komthangalasisekelo,COP
nokuhlaliswa,V
kuhle,ADJ05
kwabantu,N02
.,PUNCT
,
Sizakwenza,V
imisebenzi,N04
ethile,REL
eqakathekileko,POS
kobana,N02
sifikelele,V
kumiphumela,N04
le,DEM01
.,PUNCT
,
Sibeke,V
ifundo,N
nokuthuthukiswa,V
kwamakghonofundwa,V
ekabeni,N09
yemithethomgomo,N
karhulumende,V
lo,DEM01
.,PUNCT
,
Ehlelweni,N05
lethu,POS05
lonyaka,V
we-2010,P
",",PUNCT
sifuna,V
ukuthuthukisa,V
ikghono,N
lokufunda,V
ebantwaneni,V
bethu,POS02
",",PUNCT
ukuthi,CONJ
bakghone,POS
ukutlola,N
nokubala,V
eminyakeni,N04
yesigabasisekelo,N03
.,PUNCT
,
Ngaphandle,ADV
kokobana,POS
senze,V
lokhu,DEM01
",",PUNCT
ngeze,V
sakghona,V
ukuthuthukisa,V
ikhwalithi,N
yefundo,P
.,PUNCT
,
Iminqopho,N
yethu,POS09
yefundo,P
ilula,V
kodwana,CONJ
iqakathekile,V
.,PUNCT
,
Sifuna,V
abafundi,N02
nabotitjhere,P
babe,N
sesikolweni,LOC
",",PUNCT
ngetlasini,LOC
",",PUNCT
ngesikhathi,N07
",",PUNCT
bafunde,V
begodu,ADV
kufundiswe,V
ama-iri,N
alikhomba,V
ngelanga,N05
.,PUNCT
,
Sizakusiza,V
abotitjhere,N
ngokubanikela,V
amahlelo,N06
weemfundo,N
wamalanga,V
woke,QUANT01
anemininingwana,V
epheleleko,P
.,PUNCT
,
Sizakunikela,V
abafundi,N02
iincwadi,N
zokusebenzela,V
ezisetjenziswa,V
lula,N
ezitlolwe,V
ngawo,ADV
woke,QUANT01
amalimi,N06
ali-11,REL
.,PUNCT
,
Ukuthoma,V
unyaka,N11
lo,DEM01
kuya,V
phambili,ADV
",",PUNCT
boke,QUANT06
abafundi,N02
bebanga,V
lesi-3,PUNCT
",",PUNCT
6,PUNCT
nele-9,DEM
bazakutlola,V
ukuhlola,V
kokufunda,V
neembalo,P
ezilinganiswe,V
ngokuzijameleko,N
.,PUNCT
,
Sinqophe,V
ukungezelela,V
izinga,N09
leenhlahlubo,N
lezi,DEM01
ukusukela,V
ezingeni,N05
lagadesi,ADV
elihlangana,V
namaphesente,N
ama-35,COP
kuya,V
kama-40,REL
ukufikela,V
okungasenani,V
kumaphesente,LOC
ama-60,P
ngonyaka,V
wee-2014,POS
.,PUNCT
,
Imiphumela,N04
izakuthunyelwa,V
kubabelethi,V
ngomnqopho,ADV
wokutjheja,P
iragelophambili,P
.,PUNCT
,
Ngaphezu,ADV
kwalokho,DEM02
",",PUNCT
isikolo,N07
ngasinye,P
eenkolweni,LOC
zethu,POS10
ezima-27,ADV
000,REL
sizakuhlolwa,V
ziimphathimandla,P
ezibuya,V
kumNyango,LOC
wezeFundo,LOC
esiSekelo,P
.,PUNCT
,
Lokhu,DEM01
kuzakurekhodwa,V
eembikweni,N05
otloliweko,REL
begodu,ADV
ohlolekako,N
.,PUNCT
,
Sihlose,N
ukungezelela,V
isibalo,N07
sabafundi,N02
bebanga,V
letjhumi,REL
nambili,P
abaneemfanelo,P
zokwamukelwa,V
eyunivesithi,V
bafike,V
eenkulungwaneni,N04
ezili-175,POS
000,REL
qobe,ADV
ngonyaka,V
bekube,V
ngunyaka,P
we-2014,POS
.,PUNCT
,
Sikhuthaza,V
ababelethi,V
ukusebenzisana,V
nathi,ADV
ukwenza,V
lokhu,DEM01
kubey,V
ipumelelo,N09
.,PUNCT
,
Samukela,V
isitatimende,LOC
senyanga,N09
ephelileko,V
esikhutjhwe,LOC
ziihlangano,POS
zabotijhere,N
zontathu,N07
",",PUNCT
i-NAPTOSA,N07
",",PUNCT
i-SADTU,N07
ne-SAOU,N
",",PUNCT
baqinisekisa,V
ukuzibophelela,V
kuJima,V
leKhwalithi,N
yokuFunda,V
nokuFundisa,V
ekuthomeni,V
konyaka,N11
we-2010,P
.,PUNCT
,
Malunga,N
ahloniphekileko,REL
",",PUNCT
,
Kufanele,V
sitjale,V
kulutjha,COP
lethu,POS05
ukuqiniseka,V
ukuba,CONJ
nabasebenzi,N02
abanamakghono,POS
ukusekela,V
ukukhula,V
komnotho,N03
nokudala,V
amathuba,N06
wemisebenzi,N04
.,PUNCT
,
Ngalokho-ke,M
sihlela,V
ukungezelela,V
ibandulo,N
labaneminyaka,N04
ehlangana,V
ne-16,PUNCT
ukuya,V
kuma-25,COP
eenkhungweni,N
zefundo,N
nebandulo,ADV
.,PUNCT
,
Lokhu,DEM01
kuzasisiza,V
ukubanikela,V
ithuba,N09
lesibili,N05
lefundo,N
",",PUNCT
labo,DEM02
abanganamfanelo,N
zokufunda,V
eyunivesithi,REL
.,PUNCT
,
Sisebenzisana,V
namaziko,N06
wefundo,N
ephakemeko,V
ukuqinisekisa,V
bonyana,CONJ
abafundi,N02
abafaneleko,POS
bakghone,POS
ukuthola,V
isizo,N
leemali,COP
elivela,V
kusiKhwama,V
seSizo,N09
leeMali,N09
labaFundi,N02
beNarha,LOC
.,PUNCT
,
Sibeke,V
neminqopho,POS
ephezulu,ADV
yokuthuthukiswa,V
kwamakghonofundwa,V
",",PUNCT
ukuthola,V
abosonjiniyera,POS
nabasebenzi,N02
besiterhiniki,V
nokungezelela,V
isibalo,N07
sabotijhere,V
abaneziqu,N08
zeemBalo,N
neSayensi,V
.,PUNCT
,
Sifanele,V
singezelele,V
isibalo,N07
selutjha,POS
elizakuthola,V
umsebenzi,N03
wokufunda,V
basebenza,V
emikhakheni,N04
yombuso,N03
nemabubulweni,LOC
wangeqadi,M
.,PUNCT
,
Omunye,ADJ03
umphumela,N03
oqakathekileko,REL
kuqinisekisa,V
ipilo,N
ehle,V
kiwowoke,V
amaSewula,N
Afrika,LOC
.,PUNCT
,
Sizakuragela,V
phambili,ADV
nokuthuthukisa,V
ihlelo,N09
lethu,POS05
lezamaphilo,LOC
.,PUNCT
,
Lokhu,DEM01
kufaka,V
hlangana,N
ukwakha,V
nokulungisisa,V
iimbhedlela,N07
nemitholapilo,POS
",",PUNCT
begodu,ADV
nokuthuthukisa,V
ubujamo,N
bomsebenzi,N03
kubasebenzi,N02
bezamaphilo,POS
.,PUNCT
,
Sihlanganyele,V
neBhanka,V
yeTuthuko,P
ye-Afrika,N
engeSewula,V
ukuthuthukisa,V
ukusebenza,V
ngokuzeleko,CONJ
kweembhedlela,V
zombuso,N03
nama-ofisi,V
weeyingi,REL
.,PUNCT
,
Begodu,ADV
sisebenzisana,V
neBhanka,V
yeTuthuko,P
ye-Afrika,N
engeSewula,V
neHlangano,N09
eThuthukisa,V
amaBubulo,N
ngetjhebiswano,N
ehlelweni,N05
lamabubulo,N06
wangeqadi,M
nombuso,N03
ukuthuthukisa,V
iimbhedlela,N07
nokusekela,V
amaphrojekhthi,N
ngeemali,N
.,PUNCT
,
Malunga,N
ahloniphekileko,REL
",",PUNCT
,
Kufanele,V
siqalane,V
neqiniso,N05
lokobana,N
isikhathi,N07
sokuphila,V
kusukela,V
ekubelethweni,V
",",PUNCT
sehlile,V
ukusuka,V
eminyakeni,N04
ema-60,P
ngonyaka,POS
we-1994,P
ukuya,V
ngaphasi,P
kweminyaka,N04
ema-50,POS
namhlanjesi,N
.,PUNCT
,
Ngalokho-ke,M
senza,V
amano,N
wokungenelela,V
ukwehlisa,V
ukuhlongakala,V
kwabantwana,N02
nababelethwako,REL
ngokwehlisa,V
ukuthelelana,V
okutjha,V
kweNgogwana,N04
yeNtumbantonga,V
",",PUNCT
nokwelapha,P
ubulwele,V
besifuba,V
ngokuzeleko,CONJ
.,PUNCT
,
Sizakwehlisa,V
nokuhlongakala,V
kwamasana,V
ngehlelo,N05
elidephileko,N
lemijovo,POS
.,PUNCT
,
Sizakuvuselela,V
amahlelo,N06
wezamaPhilo,N
eenkolweni,LOC
.,PUNCT
,
Sizaphetha,N
zoke,QUANT10
iinthembiso,V
ngeLanga,N05
lePhasi,POS
leNtumbantonga,V
mayelana,N
neendlela,P
ezitjha,REL
zokuvikela,V
iNgogwana,N04
yeNtumbantonga,V
namagadango,N
wokwelapha,P
.,PUNCT
,
Sewuthomile,V
umsebenzi,N03
ongeneleleko,N
ukuqinisekisa,V
kobana,N02
lokhu,DEM01
kwenziwe,V
ngesikhathi,N07
.,PUNCT
,
Sizakuragela,V
phambili,ADV
namalungiselelo,N06
wokuhlonywa,V
kwehlelo,N05
letjhorensi,N
yezamaphilo,POS
yenarha,ADV
.,PUNCT
,
Zakhamuzi,V
zeSewula,LOC
Afrika,LOC
",",PUNCT
,
Sisebenza,V
ngamandla,N06
ukuqinisekisa,V
ukobana,CONJ
woke,QUANT01
umuntu,N01
eSewula,ADV
Afrika,LOC
uzizwa,V
aphephile,V
begodu,ADV
uphephile,V
.,PUNCT
,
Sizakuragela,V
phambili,ADV
nomsebenzi,N03
wethu,POS03
ukwehlisa,V
ukurhagala,V
kobulelesi,N14
obunenturhu,V
",",PUNCT
siqinisekise,V
kobana,N02
ihlelo,N09
lezobulungiswa,N
lisebenza,V
ngefanelo,P
.,PUNCT
,
Sihloma,V
amano,N
wokungezelela,V
isibalo,N07
samapholisa,P
ngamaphesente,LOC
ali-10,REL
eminyakeni,N04
emithathu,POS06
ezako,REL
.,PUNCT
,
Sitshwaye,N
ipi,REL
eqalene,V
nokuthathelwa,V
iinkoloyi,N
",",PUNCT
ukungenelwa,V
emakhaya,N06
"nemabubulweni,nobulelesi",N14
bokuthintana,V
njengokubulala,V
",",PUNCT
ukukata,V
nokulimaza,V
",",PUNCT
njengamaqalontangi,N
.,PUNCT
,
Soke,QUANT01
sinendima,P
ekufanele,V
siyidlale,V
.,PUNCT
,
Asizibandakanye,POS15
eenhlanganweni,LOC
zomphakathi,N03
zokuphepha,V
.,PUNCT
,
Asilise,N
ukuthenga,V
ipahla,N09
eyetjiweko,V
.,PUNCT
,
Asilungele,V
ukunikela,V
amapholisa,N
ilwazi,V
ngezenzo,N08
zobulelesi,N14
.,PUNCT
,
Ukusebenzisana,V
kuzakulwisana,V
nobulelesi,N14
.,PUNCT
,
Bakwethu,N
neemvakatjhi,P
ezihloniphekileko,N
",",PUNCT
,
Kufanele,V
urhulumende,N
wemakhaya,POS
asebenze,V
.,PUNCT
,
Kufanele,V
abomasipala,REL
bathuthukise,V
ukunikelwa,V
kwezindlu,N10
",",PUNCT
amanzi,REL06
",",PUNCT
ukukhanjiswa,N
kwendle,N09
",",PUNCT
igezi,N
",",PUNCT
ukulawulwa,V
kweenzibi,V
neendlela,P
.,PUNCT
,
Ngonyaka,N03
ophelileko,REL
saba,V
nomhlangano,P
nabosodorobha,N
nabaphathi,N02
babomasipala,REL
.,PUNCT
,
Lokhu,DEM01
kwasinikela,V
ilwazi,V
elidephileko,N
ngeenkinga,N
zikarhulumende,V
wemakhaya,POS
.,PUNCT
,
Savakatjhela,N
imiphakathi,N04
ehlukahlukeneko,PRN
nabomasipala,POS
",",PUNCT
ukufaka,V
hlangana,N
neBalfour,N
eMpumalanga,N05
neTembisa,V
eGauteng,P
.,PUNCT
,
Ngemva,P
kwevakatjho,POS
leBalfour,N
",",PUNCT
sathumela,V
isiqhema,N
saboNgqongqotjhe,V
abalithoba,V
ukuvakatjhela,N
indawo,N09
leya,DEM03
ukobana,CONJ
bayokutjheja,N
iminako,N04
eyayivezwe,V
mphakathi,N03
.,PUNCT
,
Iinkinga,N
ezimbalwa,REL10
kilezo,P
ezavezwako,P
sele,N
zitjhejiwe,V
.,PUNCT
,
Ngiyalele,V
abongqongqotjhe,V
kobana,N02
baqalane,V
nezisasaleleko,POS
.,PUNCT
,
Siyabuyelela,V
ukobana,CONJ
akunamiraro,N
enikela,V
ilungelo,N05
lokwenza,V
inturhu,V
nokoniwa,V
kwepahla,POS
.,PUNCT
,
Siyalele,V
abasebenza,V
ngomthetho,N03
ukuthatha,V
amagadango,N
aqinileko,N
lokha,CONJ
nakwephulwa,V
umthetho,N03
eBalfour,REL
nakezinye,P
iindawo,LOC
.,PUNCT
,
KuNobayeni,N
enyakeni,LOC
wee-2009,POS
",",PUNCT
isiGungu,REL
saphasisa,V
amano,N
wesikhathi,N07
esibekiweko,LOC
mayelana,N
norhulumende,P
wemakhaya,POS
.,PUNCT
,
Lokhu,DEM01
kuzaqinisekisa,V
bonyana,CONJ
urhulumende,N
wemakhaya,POS
unamakghonofundwa,V
afaneleko,POS
wokuPhatha,V
",",PUNCT
wekambiso,N
newesiterhiniki,POS
.,PUNCT
,
Enyakeni,N04
lo,DEM01
wokwenza,V
",",PUNCT
asisebenzeni,V
soke,QUANT01
ukwenza,V
urhulumende,N
wemakhaya,V
abemthwalo,N03
wethu,POS03
soke,QUANT01
.,PUNCT
,
Sisebenzela,V
ukuthuthukisa,V
iindawo,LOC
zemitlhatlhana,V
eziseendaweni,COP
ezihle,ADJ08
besinikele,V
ngeemfuneko,P
ezifaneleko,POS
nelungelo,N05
lobunini,LOC
bestandi,N02
emindenini,N04
engaba,V
ma-500,REL
000,REL
ngonyaka,N04
wee-,V
2014,POS
.,PUNCT
,
Sihlela,V
ukubekela,V
ngeqadi,POS
amahekthara,V
azi-6,DEM
000,REL
wenarha,ADV
yomphakathi,N03
esendaweni,N05
ehle,V
ukusiza,V
abantu,N02
abarhola,V
kancani,ADV
kobana,N02
bathole,V
izindlu,N10
.,PUNCT
,
Umzamo,N03
omkhulu,ADJ03
kuzaba,V
kutjheja,N
abantu,N02
labo,DEM02
imirholo,N
yabo,POS04
ephezulu,ADV
khulu,N
kobana,N02
bangathola,V
isizo,N
leemali,COP
lakarhulumende,CONJ
",",PUNCT
kanti,CONJ
ngakelinye,POS15
ihlangothi,N09
umrholwabo,POS
mncani,P
kobana,N02
bangathola,V
isizo,N
leemali,COP
lebhanka,LOC
.,PUNCT
,
Sizakuhloma,V
isikhwama,N07
sesiqinisekiso,N07
se-R1,V
bhiliyoni,LOC
ukusiza,V
ukubulunga,V
imali,N09
kwangeqadi,M
nebubulo,N
lezindlu,N10
",",PUNCT
ukuthuthukisa,V
iindlela,V
ezitjha,REL
zokuhlangabezana,V
neemfuneko,N
zezindlu,N10
.,PUNCT
,
Bakwethu,REL
",",PUNCT
,
Enyakeni,N04
ophelileko,REL
sathi,V
",",PUNCT
abantu,N02
bemakhaya,V
nabo,ADV
banelungelo,N
lokuba,V
negezi,P
",",PUNCT
amanzi,N06
",",PUNCT
ukukhanjiswa,N
kwendle,N09
neeendlela,V
.,PUNCT
,
Sathi,V
kufanele,V
babe,N
neendawo,POS
zemidlalo,N04
neentolo,N07
ezikulukazi,V
ezenziwe,V
ngcono,A
njengezemadorobheni,LOC
.,PUNCT
,
Mayelana,N
nalokhu,ADV
",",PUNCT
sahloma,V
isiza,V
sokuthoma,V
sokulinga,V
",",PUNCT
iHlelo,N09
eliDephileko,LOC
lokuThuthukisa,V
iinDawo,LOC
zemaKhaya,N06
eGiyani,N
",",PUNCT
eLimpopo,N
",",PUNCT
ngoRhoboyi,N
unyaka,N11
ophelileko,REL
.,PUNCT
,
Emva,P
kwalokho,DEM02
",",PUNCT
sekwakhiwe,V
izindlu,N10
ezima-231,PUNCT
.,PUNCT
,
Sekube,V
neragelophambili,N
ekunikelweni,V
komthangalasisekelo,COP
ozokusekela,V
ituthuko,N
kezokulima,V
nokubandula,V
amalunga,N06
womphakathi,N03
.,PUNCT
,
Ukufikelela,V
iintlabagelo,ADV
zezamaphilo,P
nefundo,ADV
sekwenziwe,V
ngcono,A
.,PUNCT
,
Sihloma,V
amahlelo,N06
afanako,P
eentandini,LOC
ezilikhomba,V
enarheni,LOC
mazombe,N06
",",PUNCT
lapho,DEM02
kuyokuzuza,V
amawadi,N
ama-21,PUNCT
.,PUNCT
,
Nakufika,N
unyaka,V
wee-2014,POS
",",PUNCT
sinqophe,V
ukuba,CONJ
neentandi,V
emawadini,N09
ali-160,REL
.,PUNCT
,
Sifuna,V
imindeni,N04
emaphesente,V
ama-60,P
eentandinezi,N
ikghone,V
ukuhlangabezana,V
neemfuneko,N
zabo,POS10
zokudla,V
njengemikhiqizo,N04
yabo,POS04
ngonyaka,V
wee-2014,POS
.,PUNCT
,
Kancani,ADV
kancani,ADV
kuzabe,V
kulunge,V
",",PUNCT
kambe,V
bakwethu,P
",",PUNCT
kuthiwa,V
nepandla,N06
ithoma,V
ngeenhlohla,V
.,PUNCT
,
Sifuna,V
begodu,ADV
ukuhlanganisa,V
kuhle,ADJ05
ukutjhugululwa,N
kwenarha,N
namahlelo,N06
asekela,V
zelimo,POS
.,PUNCT
,
Ipumelelo,N09
yethu,POS09
emkhakheni,N03
lo,DEM01
izakulinganiswa,V
ngokungezeleleka,V
kwesibalo,N07
sabalimi,N02
abasakhasako,POS
abangakghona,REL
ukungenelela,V
kezomnotho,POS
.,PUNCT
,
Somlomo,POS
ohloniphekileko,REL
noSiHlalo,P
womKhandlu,N03
weNarha,ADV
oweNgamele,V
iimFunda,V
",",PUNCT
,
Asisiyo,V
inarha,N
enamanzi,N06
amanengi,ADJ06
.,PUNCT
,
Nofana,N
kunjalo,ADV
",",PUNCT
silahlekelwa,V
mamanzi,N06
amanengi,ADJ06
ngonobangela,P
wamaphayiphi,PRN
avuzako,V
nomthangalasisekelo,N07
ongasi,V
sezingeni,V
elinetlha,P
.,PUNCT
,
Sizakuthatha,V
amagadango,N
wokwehlisa,V
ngengcenye,REL
ukulahlekelwa,V
mamanzi,N06
ngonyaka,N11
wee-2014,POS
.,PUNCT
,
Malunga,N
ahloniphekileko,REL
",",PUNCT
,
Njengengcenye,V
yemizamo,N04
yethu,POS04
yokuthuthukisa,V
ukukhula,V
komnotho,N03
",",PUNCT
sisebenzela,V
ukwehlisa,V
iindleko,N
zokuthintana,V
.,PUNCT
,
Umphakathi,N03
weSewula,LOC
Afrika,LOC
ungalindela,V
ukwehliswa,V
khulu,N
kwehlawulo,POS
yesithintanisi,N
",",PUNCT
ufunjathwako,POS
",",PUNCT
umtato,N
wemakhiwo,REL
nowemiphakathi,N03
.,PUNCT
