",",PUNCT
i-close,N
corporation,LOC
namkha,CONJ
i-trust,N
,
iimvumo,N
ezisebenzako,REL
zokuthumela,V
ngaphandle,ADV
ezibuya,V
emNyangweni,N
wezokuRhwebelana,POS
namaBubulo,N06
namkha,CONJ
izaziso,N08
zeemvumo,POS
,
isitifikeyidi,N
sokuVunyelwa,V
somThelo,P
esivunywe,V
besakhutjhwa,V
yi-South,P
African,LOC
Revenue,P
Service,P
(,PUNCT
i-SARS,ADV
),PUNCT
.,PUNCT
,
Yazisa,V
igatja,POS
eliseduze,REL
le-South,DEM
African,LOC
Bureau,N
of,POS
Standards,N
(,PUNCT
i-SABS,ADV
),PUNCT
ngokuthunyelwa,V
ngaphandle,ADV
nayikuthi,ADV
umthwalo,N03
ofuna,V
ukuwuthumela,V
ngaphandle,ADV
awusi,V
mutjha,V
begodu,ADV
awukafaneli,V
ukudliwa,V
babantu,N02
.,PUNCT
,
Nayikuthi,ADV
ifesi,N
yitjha,V
begodu,ADV
ilungele,V
ukudliwa,V
yazisa,V
indawo,N09
yokulayitjhela,V
nokukhweza,V
(,PUNCT
i-Port,N
of,POS
Health,N
),PUNCT
.,PUNCT
,
Imali,N09
yesibawo,POS
eyi-R225,ADV
(,PUNCT
efaka,V
koke,QUANT15
),PUNCT
iyafuneka,V
.,PUNCT
,
Zalisa,V
",",PUNCT
utlikitle,V
bewupose,V
iforomo,DEM
lesibawo,DEM
sokuthumela,V
ngaphandle,ADV
nemitlolo,ADV
efunekako,LOC
ulithumele,V
ku-Marine,N
and,LOC
Coastal,P
Management,REL
Office,V
.,PUNCT
,
(,PUNCT
Qala,V
i-adresi,N
ngenzasi,N
),PUNCT
.,PUNCT
,
Iimbawo,P
zamambala,N
kufuze,V
ziposwe,V
",",PUNCT
ukubhalelwa,V
kukwenza,V
njalo,ADV
kuzakwenza,V
bona,N
imvumo,N09
ungayitholi,V
.,PUNCT
,
Ukuletha,V
ngenarheni,N
iimfesi,N
ngomnqopho,ADV
wokwenza,V
imali,N09
kutjho,V
ukwenza,V
izenzo,N08
ezifana,V
nokuletha,V
ngenarheni,N
iimfesi,N
zelwandle,REL
ngeminqopho,P
yokurhwebelana,POS
.,PUNCT
,
Ukuletha,V
ngenarheni,N
iimfesi,N
eziphila,V
ngemanzini,LOC
",",PUNCT
kufuze,V
wenze,V
isibawo,N
semvumo,N09
yokuletha,V
ngenarheni,N
enikelwa,V
nguNgqongqotjhe,V
weeNdaba,POS
zeBhoduluko,POS
nezokuVakatjha,P
(,PUNCT
okuyi-DEA&T,ADV
),PUNCT
namkha,CONJ
ngabasemagunyeni,N
abavunyelweko,REL
.,PUNCT
,
Akunamuntu,COP
ovunyelwe,V
ukuletha,V
ngenarheni,N
iimfesi,N
eziphila,V
elwandle,REL
ngaphandle,ADV
kwemvumo,N09
.,PUNCT
,
Yenza,V
isibawo,N
semvumo,N09
etjha,REL
yokuletha,V
ngenarheni,N
lokha,CONJ
ekhona,ADV
nayiphelako,POS
.,PUNCT
,
Ukubhalelwa,V
kukhambisana,N
nobujamo,P
bemvumo,N09
kungaba,V
nomphumela,N03
wokujanyiswa,V
namkha,CONJ
wokusulwa,V
kwayo,POS15
.,PUNCT
,
TJHEJA,V
:,PUNCT
Lemvumo,N09
yokuletha,V
ngenarheni,N
ayifaki,V
iimfesi,N
ezilawulwa,V
mNyango,N03
wezokuLima,LOC
.,PUNCT
,
Iimbawo,P
zemvumo,N09
yokuletha,V
ngenarheni,N
zeemfesi,N
ezingatholakali,V
elwandle,V
namkha,CONJ
iimfesi,N
ze-tropical,N
kufuze,V
zenziwe,V
emNyangweni,N
wezokuLima,LOC
.,PUNCT
,
Amaqintelo,POS
wokuletha,V
ngenarheni,N
alandelako,V
ayasebenza,V
:,PUNCT
,
Imihlobo,N04
erhenyiswe,V
mHlangano,N
weenTjhabatjhaba,N
wokuRhwebelana,V
ngeenLwanyana,N
eziseNgozini,LOC
yokuTjhabalala,POS
(,PUNCT
i-CITES,N
),PUNCT
akukafaneli,V
ilethwe,V
ngenarheni,N
.,PUNCT
,
(,PUNCT
Nawufuna,V
ilwazi,V
elinabileko,REL
nge-Convention,N
of,POS
International,P
Trade,N
in,V
Endangered,P
Species,POS
(,PUNCT
CITES,N
),PUNCT
",",PUNCT
vakatjhela,V
i-http://www.cites.org,N
),PUNCT
,
ImVumo,N09
yokuletha,V
ngenarheni,N
ekhutjhelwa,V
imihlobo,N04
ye-abalone,V
",",PUNCT
ama-rock,N
lobster,N
kanye,ADV
nemihlobo,N04
ebekwe,V
emThethweni,ADV
wemiThombo,N04
yangeLwandle,V
ePhilako,N
ka-1998,POS
(,PUNCT
umthetho,N03
18,PUNCT
ka-1998,POS
),PUNCT
(,PUNCT
The,N05
Marine,V
Living,N
Resources,N
Act,N
",",PUNCT
1998,PUNCT
(,PUNCT
Act,N
18,PUNCT
of,POS
1998,PUNCT
),PUNCT
),PUNCT
isiNgezelelo,POS
"4,5",PUNCT
",",PUNCT
no-12,PUNCT
",",PUNCT
izakusebenza,V
komunye,ADJ01
nomunye,ADV
umthwalo,N03
(,PUNCT
iimveke,LOC
ezintathu,ADJ00
ukusuka,V
ngelanga,N05
lokukhutjhwa,REL
),PUNCT
.,PUNCT
,
Ma-crab,ADV
akghadzisiweko,N
kuphela,V
(,PUNCT
namkha,CONJ
iinquntu,N
zawo,POS08
),PUNCT
anobudisi,V
obuyi-600g,COP
namkha,CONJ
ukudlula,V
lapho,DEM02
ngayinye,P
kanye,ADV
namatoni,N
angadluli,V
ama-25,COP
angalethwa,V
ngenarheni,N
(,PUNCT
ngomnyaka,N11
),PUNCT
.,PUNCT
,
Akuna-crab,ADV
ephilako,P
engalethwa,V
ngenarheni,N
.,PUNCT
,
Fumana,V
iforomo,DEM
lesibawo,DEM
sokuletha,V
ngenarheni,N
ngokuthumela,V
isibawo,N
e-ofisini,LOC
le-Marine,N
and,LOC
Coastal,P
Management,REL
(,PUNCT
qala,V
imininingwana,N04
yokuthintana,V
ngenzasi,N
),PUNCT
namkha,CONJ
egatjeni,LOC
le-ofisi,V
lomNyango,LOC
weeNdaba,POS
zeBhoduluko,POS
nezokuVakatjha,P
namkha,CONJ
likhuphe,V
kwa-http://www.mcm-deat.gov.za,N
.,PUNCT
,
Funda,V
iforomo,DEM
lesibawo,DEM
kuhle,ADJ05
begodu,ADV
wenze,V
isiqiniseko,V
sokobana,N
wanelisa,V
iimfuno,PRN
zesibawo,POS
kanye,ADV
nobujamo,P
.,PUNCT
,
Nikela,V
ngelwazi,V
elilandelako,REL
:,PUNCT
,
ama-adresi,N
womakho,POS
wabathumela,V
ngaphandle,ADV
ngenarheni,N
okusula,V
kiyo,ADV
umthwalo,N03
,
amagama,N06
ajayelekileko,N
newamambala,V
wemihlobo,N04
,
ubungako,N14
bemihlobo,N04
ezakulethwa,V
ngenarheni,N
.,PUNCT
,
Letha,V
isibawo,N
sakho,POS07
nemitlolo,ADV
elandelako,REL
:,PUNCT
,
ikhophi,N05
eqinisekisiweko,V
yencwadi,N09
yokuzazisa,V
(,PUNCT
i-ID,N
),PUNCT
nemitlolo,ADV
yokuzitlolisa,POS
yekhampani,POS
yakho,POS09
",",PUNCT
i-close,N
corporation,LOC
namkha,CONJ
i-trust,N
,
amakhophi,N06
aqinisekisiweko,LOC
weemvumo,N
ezisebenzako,REL
zokuletha,V
ngenarheni,N
ezibuya,V
emNyangweni,N
wezokuRhwebelana,POS
namaBubulo,N06
namkha,CONJ
izaziso,N08
zeemvumo,POS
(,PUNCT
i-ITAC,P
),PUNCT
,
amakhophi,N06
aqinisekisiweko,LOC
wamambala,V
weenTifikeyidi,N
zokuVunyelwa,V
zomThelo,N
ezivunywe,V
bezakhutjhwa,V
yi-South,P
African,LOC
Revenue,P
Service,P
(,PUNCT
i-SARS,ADV
),PUNCT
.,PUNCT
,
Yazisa,V
igatja,POS
eliseduze,REL
le-South,DEM
African,LOC
Bureau,N
of,POS
Standards,N
(,PUNCT
i-SABS,ADV
),PUNCT
ngomthwalo,N03
olethwa,V
ngenarheni,N
nayikuthi,ADV
ifesi,N
elethwako,REL
ayisi,V
yitjha,V
begodu,ADV
ayikafaneli,V
ukudliwa,V
babantu,N02
.,PUNCT
,
Zalisa,V
",",PUNCT
utlikitle,V
bewupose,V
iforomo,DEM
lesibawo,DEM
sokuletha,V
ngenarheni,N
nemitlolo,ADV
yokusekela,V
efunekako,LOC
ulithumele,V
ku-Marine,N
and,LOC
Coastal,P
Management,REL
Office,V
(,PUNCT
qala,V
i-adresi,N
ngenzasi,N
),PUNCT
.,PUNCT
,
Iimbawo,P
zamambala,N
kufuze,V
ziposwe,V
",",PUNCT
ukubhalelwa,V
kukwenza,V
njalo,ADV
kuzakwenza,V
bona,N
imvumo,N09
ungayitholi,V
.,PUNCT
,
Imali,N09
yesibawo,POS
eyi-R225,ADV
(,PUNCT
efaka,V
koke,QUANT15
),PUNCT
iyafuneka,V
.,PUNCT
,
(,PUNCT
Qala,V
imininingwana,N04
yebhanga,N05
ngenzasi,N
),PUNCT
.,PUNCT
,
Ungabawa,V
ukutjhugululwa,N
kwemali,N09
yesondlo,N07
ebhadelwako,N
nayikuthi,ADV
ayisaneli,V
namkha,CONJ
awusakghoni,P
ukuyibhadela,V
.,PUNCT
,
Nawufuna,V
ilwazi,V
elinabileko,REL
",",PUNCT
iya,N05
ku-website,LOC
yomNyango,LOC
wezoBulungiswa,POS
nokuThuthukiswa,V
komThethosisekelo,N03
.,PUNCT
,
Amagadango,N
okufanele,V
alandelwe,V
,
Nayikuthi,ADV
umumuntu,COP
ofumana,V
imali,N09
yesondlo,N07
:,PUNCT
,
Yenza,V
isibawo,N
ekhotho,LOC
kamarhastrada,N
esesiyingini,LOC
lapho,DEM02
umuntu,N01
obhadela,V
isondlo,N07
ahlala,V
khona,PRON15
.,PUNCT
,
Zalisa,V
iforomo,DEM
lesibawo,DEM
elifaneleko,P
bewulilethe,V
",",PUNCT
kanye,ADV
nestatimende,P
sengeniso,V
nokusetjenziswa,P
kweemali,LOC
",",PUNCT
esiphathisweni,V
sesondlo,N07
.,PUNCT
,
Nayikuthi,ADV
umumuntu,COP
obhadela,V
imali,N09
yesondlo,N07
kodwana,CONJ
awusayikghoni,V
:,PUNCT
,
Yenza,V
isibawo,N
sokutjhugululwa,N
komlayo,REL
e-ofisini,LOC
lekhotho,LOC
kamarhastrada,N
esiyingini,V
lapho,DEM02
ofumana,V
isondlo,N07
ahlala,V
khona,PRON15
.,PUNCT
,
Zalisa,V
iforomo,DEM
elifaneleko,P
bewulilethe,V
esiphathisweni,V
sesondlo,N07
.,PUNCT
,
Letha,V
isitatimende,LOC
esizeleko,N
sengeniso,V
nokusetjenziswa,P
kweemali,LOC
",",PUNCT
kanye,ADV
nestatimende,P
esihlathulula,REL
amabanga,N
wesibawo,REL
",",PUNCT
esiphathisweni,V
sesondlo,N07
kungaqalwa,V
bonyana,N
umumamukeli,V
namkha,CONJ
umbhadeli,REL
wemali,N09
yesondlo,N07
na,INT
.,PUNCT
,
Ikambiso,N
efana,V
nalokha,V
nawufuna,V
isondlo,N07
iyathonywa,V
begodu,ADV
izakulandelwa,V
.,PUNCT
,
Imithetho,N04
esetjenziswako,P
,
Maintenance,N
Act,N
",",PUNCT
1998,PUNCT
(,PUNCT
Act,N
99,P
of,POS
1998,PUNCT
),PUNCT
(,PUNCT
UmThetho,N03
weSondlo,N07
),PUNCT
",",PUNCT
nemiThetjhwana,N
ekhambelanako,V
,
Amazinga,N06
wokusebenza,V
nesikhathi,N07
,
Uzakuphathwa,V
ngokulingana,V
nabanye,ADV
",",PUNCT
ngobuntu,N14
nangesithunzi,N07
nehlonipho,P
.,PUNCT
,
Isibawo,N
sakho,POS07
sizakutjhejwa,V
ngokurhaba,P
okukghonekako,N
begodu,ADV
nakuhle,REL
.,PUNCT
,
Yenza,V
isinghonghoyilo,P
ongaba,V
naso,ADV
ebantwini,LOC
abalandelako,DEM
:,PUNCT
kumPhenyi,LOC
weZondlo,POS
;,PUNCT
esiPhathisweni,V
seSondlo,N07
;,PUNCT
emPhathini,LOC
weKhotho,LOC
;,PUNCT
eHlokweni,LOC
yesiFunda,P
:,PUNCT
yobuLungiswa,V
nokuThuthukiswa,V
komThethosisekelo,N03
(,PUNCT
Regional,P
Head,POS
:,PUNCT
Justice,V
and,LOC
Constitutional,COP
Development,N
),PUNCT
namkha,CONJ
neSentha,P
yokuSebenza,V
kuHle,ADJ05
(,PUNCT
Centre,N
of,POS
Service,P
Excellence,V
),PUNCT
;,PUNCT
ePhrojekthini,V
yeSondlo,N07
yomNyango,LOC
wesiTjhaba,ADV
wobuLungiswa,V
nokuThuthukiswa,V
komThethosisekelo,N03
;,PUNCT
namkha,CONJ
nobuNqophisi,N
beeNdaba,V
zoBulili,P
.,PUNCT
,
Iindleko,N
,
Kuzakuba,V
neendleko,P
ezincani,COP
namkha,CONJ
angeze,REL06
zaba,V
khona,PRON15
",",PUNCT
ngaphandle,ADV
kwalokha,V
utjherifu,N
abawa,V
ukubhadelelwa,V
phambili,ADV
ukukghonakalisa,ADV
bona,N
akhuphe,V
umlayo,N
wokuphetha,V
iimfiso,P
zesondlo,N07
.,PUNCT
,
Njengombana,N01
ukutlolisa,N
ikhampani,N
enobunikazi,N14
bezabelo,N08
kurarene,REL
",",PUNCT
kuphakanyiswa,V
bona,N
ababawi,V
bafune,V
irhelebho,N
legqwetha,N05
.,PUNCT
,
Imemorandamu,N
kanye,ADV
nama-athikhili,P
wekhampani,POS
kufanele,V
enziwe,V
abe,V
atjhuglulelwe,V
kwewekhampani,N
enezabelo,N08
begodu,ADV
aqinisekiswe,V
yi-notary,P
public,P
",",PUNCT
osisazi,P
somthetho,N03
.,PUNCT
,
Ikhampani,N
yomphakathi,N03
ingathatha,V
iThebula,N
A,N
eforomeni,LOC
lesibawo,DEM
ngokuzeleko,CONJ
namkha,CONJ
ilenze,V
ngendlela,N09
ekhambelana,V
nayo,ADV
ikani,N05
nje,ADV
nalikhambisana,V
nomThetho,N03
wamaKhampani,N
ka-1973,PUNCT
.,PUNCT
,
Ikhampani,N
yangeqadi,M
yona,PRON09
ingathatha,V
iThebula,N
B,ADV
eforomeni,LOC
lesibawo,DEM
ngokuzeleko,CONJ
namkha,CONJ
ilenze,V
ngendlela,N09
ekhambelana,V
nomThetho,N03
wamaKhampani,N
ka-1973,PUNCT
.,PUNCT
,
Thintana,V
no,CONJ
Companies,POS
and,LOC
Intellectual,N
Property,N
Registration,LOC
Office,V
.,PUNCT
,
Zalisa,V
amaforomo,N
alandelako,V
,
Yenza,V
isibawo,N
sokubulungwa,V
kwegama,N05
ngokuzalisa,V
iforomo,DEM
i-CM5-,ADV
isibawo,N
sokubulungwa,V
kwegama,N05
.,PUNCT
,
Iforomo,DEM
lelo,DEM03
litholakala,V
emNyangweni,N
wezokuRhwebelana,POS
namaBubulo,N06
.,PUNCT
,
Zalisa,V
i-CM29,ADV
-,PUNCT
enemininingwana,N04
yokutlolisa,POS
abanqophisi,REL
kanye,ADV
neemphathiswa,P
.,PUNCT
,
Iforomo,DEM
lelo,DEM02
litholakala,V
emNyangweni,N
wezokuRhwebelana,POS
namaBubulo,N06
.,PUNCT
,
Omunye,ADJ01
nomunye,ADV
umnqophisi,DEM
kumele,V
azalise,V
iforomo,DEM
i-CM47,DEM
.,PUNCT
,
Iforomo,DEM
lelo,DEM02
litholakala,V
emNyangweni,N
wezokuRhwebelana,POS
namaBubulo,N06
.,PUNCT
,
Zalisa,V
iforomo,DEM
i-CM31,DEM
ukunikela,V
imvumo,N09
umuntu,N01
okumele,V
ajaphethe,V
isikhundla,N07
sokuba,V
mhloli,N01
weencwadi,V
.,PUNCT
,
Iforomo,DEM
lelo,DEM02
litholakala,V
emNyangweni,N
wezokuRhwebelana,POS
namaBubulo,N06
.,PUNCT
,
Zalisa,V
iforomo,DEM
i-CM44,DEM
-ama-articles,N
of,POS
association,LOC
wekhampani,POS
enobunikazi,N14
bezabelo,N08
eyamukela,V
itjhejuli,N
1,POS
",",PUNCT
namkha,CONJ
iforomo,DEM
i-,N
CM44A-Ama-,N
articles,N
of,POS
association,LOC
wekhampani,POS
enobunikazi,N14
bezabelo,N08
engamukeli,V
itjhejuli,N
1,POS
.,PUNCT
,
Boke,QUANT02
abanqophisi,REL
kumele,V
bazalise,V
iforomo,DEM
i-CMM44C-,ADV
Abatlikitle,REL
ama-athikhili,P
.,PUNCT
,
Nikela,V
abogqwetha,N
ngokujanyelwa,V
eendabeni,POS
zomthetho,N03
kugqwetha,N05
",",PUNCT
ubeke,V
bona,N
umnikela,V
igunya,N05
lokukujamela,V
.,PUNCT
,
Ikhampani,N
ezitlolisa,V
ngobunikazi,N14
bezabelo,N08
(,PUNCT
imali,N09
yokuthoma,V
),PUNCT
kumele,V
ithumele,V
imitlolo,DEM
elandelako,REL
:,PUNCT
,
CM1,V
:,PUNCT
Isitifikeyidi,N
sokufakwa,V
,
Lokhu,DEM01
kumtlolo,P
otlikitlwa,V
bewugadangiswe,V
isitembu,N07
mTlolisi,V
wamaKhampani,N
lapho,DEM02
imitlolo,DEM
ekhambisanako,POS
(,PUNCT
erheliswe,V
ngaphezulu,ADV
),PUNCT
seyiqalisisiwe,V
bekwaqedwa,REL
ngayo,ADV
.,PUNCT
,
I-CM2,ADV
:,PUNCT
Imemorandamu,N
of,POS
association,LOC
kanye,ADV
ne-,V
CM2A,ADV
-,PUNCT
CM2B,ADV
-,PUNCT
CM2C,ADV
nangabe,CONJ
abanikazi,N02
bezabelo,N08
badlula,V
munye,ADJ01
namkha,CONJ
u-2D,N
nangabe,CONJ
munye,ADJ01
umnikazi,N01
wezabelo,N08
.,PUNCT
,
UmThetho,N03
wemiTjhado,POS
yesiNtu,N07
waba,N
mthetho,N03
ngomhlaka,ADV
15,POS
Novemba,N
2000,PUNCT
.,PUNCT
,
Nayikuthi,ADV
bewungaphasi,V
komtjhado,N
wanjesi,P
osebenzako,POS
ngaphasi,P
komthetho,N03
wesintu,N07
ngaphambi,ADV
kwelanga,N05
leli,DEM01
",",PUNCT
umtjhado,N
wakho,POS03
uyavunywa,V
ngaphasi,P
kwalomthetho,POS
omutjha,REL
.,PUNCT
,
Lokha,CONJ
umyeni,N01
sele,N
anokosikazi,N
odlula,V
munye,ADJ01
",",PUNCT
yoke,QUANT04
imitjhado,N
iyavunywa,V
ngaphasi,P
kwalomthetho,POS
omutjha,REL
.,PUNCT
,
LomThetho,N
godu,IDEOPH
uvuma,V
imitjhado,N
yesintu,N07
eyenziwe,V
ngaphambi,ADV
kwalelilanga,V
begodu,ADV
ubeka,V
imithetho,N04
abantu,N02
abatjhada,REL
ngaphasi,P
komthetho,N03
wesintu,N07
okufanele,V
bayilandele,V
khona,CONJ
imitjhado,N
yabo,POS04
izakuvunywa,V
.,PUNCT
,
Umtjhado,N
wesintu,N07
uyavunywa,V
nayikuthi,ADV
abantu,N02
abatjhada,REL
ngaphasi,P
komthetho,N03
wesintu,N07
bakhambisene,V
neemfuno,N
ezilandelako,REL
:,PUNCT
,
Bobabili,PRN
abathinteka,V
emtjhadweni,POS
kufanele,V
babe,N
neminyaka,N04
engaphezulu,ADV
kweli-18,REL
.,PUNCT
,
Bobabili,PRN
abathintekako,POS
kufanele,V
bavume,V
ukutjhada,N
ngaphasi,P
komthetho,N03
wesintu,N07
.,PUNCT
,
Umtjhado,N
kufanele,V
kukhulunyiswane,V
ngawo,ADV
",",PUNCT
uthatjelwe,V
bewenziwe,V
ngokuya,V
komthetho,N03
wesintu,N07
.,PUNCT
,
Amalobolo,N
awasi,V
yinto,N09
etlhogekako,N
ekusebenzeni,V
komtjhado,N
wesintu,N07
.,PUNCT
,
Tjheja,V
bona,N
imitjhado,N
le,DEM01
ihlala,V
ivunywa,V
ngaphasi,P
komthetho,N03
wesintu,N07
.,PUNCT
,
Ngifanele,V
kutlolisa,V
umtjhado,N
wami,POS03
nini,ADV
?,PUNCT
,
Nayikuthi,ADV
wawutjhade,V
ngaphasi,P
komthetho,N03
wesintu,N07
ngaphambi,ADV
komhlaka,P
15,POS
Novemba,N
2000,PUNCT
",",PUNCT
umtjhado,N
wakho,POS03
kufanele,V
utloliswe,REL
nomNyango,P
weeNdaba,POS
zeKhaya,N05
.,PUNCT
,
Nayikuthi,ADV
wawutjhade,V
ngemva,P
kokuphasiswa,V
komthetho,N03
",",PUNCT
kufanele,V
utlolise,V
umtjhado,N
wakho,POS03
kungakapheli,V
iinyanga,LOC
ezintathu,ADJ00
ngemva,P
komtjhado,N
.,PUNCT
,
ImiTjhado,N
yesiNtu,N07
nokutjhada,V
ngokuHlanganyela,V
iPahla,N09
,
Yoke,QUANT04
imitjhado,N
yesintu,N07
eyenziwa,V
ngemva,P
kokuthoma,V
ukusebenza,V
komThetho,N03
iba,V
ngeyokuhlanganyela,P
ipahla,N09
.,PUNCT
,
Lokhu,DEM01
kutjho,V
bona,N
umyeni,N01
nokosikazi,P
banesabelo,N07
esilinganako,REL
epahleni,N09
",",PUNCT
imali,N09
begodu,ADV
lokhu,DEM01
kutjho,V
bona,N
babelana,V
ngazo,ADV
zoke,QUANT10
iinkolodo,N
.,PUNCT
,
Nayikuthi,ADV
abathintekako,POS
bangathanda,V
bona,N
umtjhado,N
wabo,POS03
ube,V
ngewokungahlanganyeli,P
ipahla,N09
kuzakufanela,V
bona,N
benze,V
isivumelwano,N07
sangaphambi,ADV
komtjhado,N
mayelana,N
nokwabiwa,V
kwepahla,POS
(,PUNCT
i-ante-nuptial,P
contract,POS
),PUNCT
.,PUNCT
,
Nabafuna,V
ukusitjhugulula,V
ngemva,P
kobana,N02
sele,N
batjhadile,V
kuzakufanela,V
bona,N
benze,V
isibawo,N
eKhotho,LOC
ePhakamileko,V
.,PUNCT
,
Ngaphasi,P
komThetho,N03
wemiTjhado,POS
yesiNtu,N07
ukosikazi,N
unelungelo,N05
nobujamo,P
obulingana,V
nebakababa,V
ukuqunta,P
bona,N
kwenzekani,V
epahleni,N09
.,PUNCT
,
Ukosikazi,N
othethwe,V
isintu,N07
unekghono,REL
lokwenza,V
iimvumelwano,N
ngaphandle,ADV
kwerhelebho,N
lakababa,LOC
.,PUNCT
,
Kwenzekani,V
nayikuthi,ADV
umyeni,N01
wami,POS01
ufuna,V
ukutjhada,N
omunye,ADJ02
ukosikazi,N
?,PUNCT
,
Umyeni,N01
kufanele,V
enze,V
isivumelwano,N07
esitloliweko,POS
/,PUNCT
ikontraga,V
ezakubeka,V
bona,N
ngikuphi,ADV
okufanele,V
kwenzeke,V
epahleni,N09
begodu,ADV
umyeni,N01
uzakwenza,V
isibawo,N
ekhotho,LOC
sokuvunywa,V
kwesivumelwano,N07
esitloliweko,POS
.,PUNCT
,
Ikhotho,P
kufanele,V
iqinisekise,V
bona,N
yoke,QUANT04
ipahla,N09
yabo,POS09
boke,QUANT06
abokosikazi,N
iyavikelwa,V
.,PUNCT
,
Kwenzekani,V
nayikuthi,ADV
sifuna,V
ukwenza,V
umtjhado,N
ongafuni,V
isondo,N05
ngemva,P
komtjhado,N
wesintu,N07
?,PUNCT
,
Nayikuthi,ADV
umyeni,N01
wakho,POS03
akanabanye,ADV
abokosikazi,N
",",PUNCT
ungatjhada,V
ngaphasi,P
komthetho,N03
womtjhado,N
ongafuni,V
isondo,N05
kanye,ADV
nomthetho,N03
wesintu,N07
.,PUNCT
,
Kodwana,CONJ
",",PUNCT
akunamunye,ADV
phakathi,ADV
kwenu,POS15
ozakukghona,REL
ukwenza,V
imitjhado,N
yesintu,N07
nomunye,ADV
umuntu,N01
ngesikhathi,N07
nitjhade,V
ngaphasi,P
komthetho,N03
womtjhado,N
ongafuni,V
isondo,N05
.,PUNCT
,
Wena,PRON02
namkha,CONJ
umyenakho,PRES
angazitlolisa,REL
e-ofisini,LOC
eliseduze,REL
lomNyango,LOC
weeNdaba,POS
zeKhaya,N05
.,PUNCT
,
Kuyeleliswa,V
bona,N
bobabili,PRN
abathintekako,POS
baye,V
bobabili,PRN
ukutlolisa,N
umtjhado,N
wabo,POS03
khona,CONJ
bazakurhabisa,V
ukutloliswa,LOC
.,PUNCT
,
Kodwana,CONJ
",",PUNCT
nayikuthi,ADV
omunye,ADJ02
othethene,V
naye,ADV
uyabhala,V
",",PUNCT
ungatlolisa,N
ngokwakho,POS
bewulethe,V
ubufakazi,N14
obufaneleko,REL
.,PUNCT
,
Letha,V
incwadi,N09
kamazisi,POS
(,PUNCT
i-ID,N
),PUNCT
begodu,ADV
zalisa,V
iForomo,DEM
A,N
:,PUNCT
Application,POS
for,P
registration,LOC
/,PUNCT
enquiry,LOC
into,N09
existence,V
of,POS
customary,N
marriage,N
(,PUNCT
Isibawo,N
sokutloliswa,POS
/,PUNCT
ukubuza,V
ngomtjhado,POS
wesintu,N07
okhona,ADV
),PUNCT
elifuna,V
bona,N
ubeke,V
ilwazi,V
elialndelako,REL
:,PUNCT
,
iinomboro,N
zabomazisi,POS
(,PUNCT
i-ID,N
),PUNCT
",",PUNCT
amagama,N06
namalanga,N06
wamabeletho,POS
womyeni,N01
nokosikazi,P
,
igama,N05
lababelethi,V
bomyeni,N01
nokosikazi,P
kanye,ADV
negama,N05
lomrholi,LOC
wendabuko,N09
,
imininingwana,N04
yesivumelwano,N07
samalobolo,P
/,PUNCT
magadi,N
",",PUNCT
kanye,ADV
,
nabantu,N02
ababofakazi,REL
emtjhadweni,POS
(,PUNCT
munye,ADJ01
ufakazi,N01
kufanele,V
ajamele,V
umyeni,N01
kuthi,V
omunye,ADJ01
ajamele,V
ukosikazi,N
),PUNCT
,
incwadi,N09
ebuya,V
emrholini,LOC
wendabuko,N09
namkha,CONJ
isifungo,N07
.,PUNCT
,
Iforomo,DEM
kufanele,V
liqinisekiswe,V
belitlikitlwe,V
phambi,ADV
:,PUNCT
,
kwesiphathiswa,REL
sokutlolisa,POS
",",PUNCT
namkha,CONJ
,
umuntu,N01
okhonjiweko,REL
",",PUNCT
okhonjwe,V
ngokunjalo,COP
Mnqophisi-Mazombe,V
ukwenza,V
imisebenzi,N04
ngokuya,V
kwemithetjhwana,POS
.,PUNCT
,
Isibawo,N
kufanele,V
senziwe,V
esiphathisweni,V
sokutlolisa,POS
namkha,CONJ
umuntu,N01
okhonjiweko,REL
okufanele,V
akunikele,V
irasidi,N
lokuvuma,V
ukufumana,V
isibawo,N
eForomini,LOC
B,ADV
:,PUNCT
Acknowledgement,COP
of,POS
receipt,V
of,POS
application,POS
for,P
registration,LOC
of,POS
customary,N
marriage,N
(,PUNCT
Ukuvuma,N
ukufunyanwa,V
kwesibawo,POS
sokutloliswa,POS
komtjhado,N
wesintu,N07
),PUNCT
,
Isiphathiswa,V
sokutlolisa,POS
namkha,CONJ
umuntu,N01
okhonjiweko,REL
uzakudlulisela,V
phambili,ADV
isibawo,N
e-ofisini,LOC
eliseduze,REL
lesifunda,N07
namkha,CONJ
lesiyingi,REL
lomNyango,LOC
bona,CONJ
sifakwe,V
erejisteni,LOC
yokutloliswa,POS
kwesitjhaba,V
.,PUNCT
,
Uzakunikelwa,V
isitifikeyidi,N
sokutloliswa,POS
namkha,CONJ
iForomo,DEM
C,ADV
:,PUNCT
Customary,N
marriage,N
certificate,POS
(,PUNCT
Isitifikeyidi,N
somtjhado,N
wesintu,N07
),PUNCT
.,PUNCT
,
Gcina,PRN
isitifikeyidi,N
endaweni,N09
ephephileko,V
ngombana,CONJ
siqakathekile,V
.,PUNCT
,
Isikepe,N
sangaphandle,ADV
sokuthiya,V
sikepe,V
umnikazi,N01
waso,POS01
ongasi,V
sisakhamuzi,V
seSewula,LOC
Afrika,LOC
",",PUNCT
isibonelo,N07
",",PUNCT
iphandle,ADV
begodu,ADV
nesitloliswe,V
ngaphasi,P
